[START]
(339, 128)
(339, 129)
(340, 129)
(343, 129)
(346, 126)
(347, 122)
(347, 113)
(347, 106)
(347, 99)
(347, 90)
(345, 86)
(341, 81)
(338, 78)
(334, 78)
(330, 78)
(327, 78)
(319, 78)
(315, 82)
(310, 86)
(306, 91)
(304, 96)
(303, 102)
(302, 106)
(302, 110)
(302, 114)
(302, 117)
(302, 118)
(302, 116)
(303, 112)
(303, 107)
(303, 102)
(300, 95)
(298, 90)
(295, 86)
(291, 83)
(285, 79)
(282, 78)
(274, 77)
(269, 77)
(262, 77)
(255, 77)
(246, 79)
(239, 84)
(233, 88)
(229, 94)
(227, 99)
(226, 103)
(226, 108)
(226, 112)
(226, 114)
(228, 118)
(230, 118)
(232, 119)
(234, 119)
(235, 119)
(236, 117)
(236, 115)
(236, 112)
(236, 110)
(234, 107)
(231, 105)
(229, 105)
(226, 105)
(222, 105)
(218, 105)
(215, 109)
(213, 112)
(211, 117)
(211, 120)
(211, 124)
(211, 128)
(211, 130)
(211, 131)
(211, 132)
(212, 133)
(213, 133)
(215, 133)
(218, 130)
(219, 128)
(219, 126)
(219, 123)
(219, 122)
(219, 121)
(218, 119)
(215, 119)
(213, 119)
(209, 119)
(204, 121)
(199, 126)
(197, 129)
(195, 136)
(192, 141)
(192, 148)
(192, 154)
(192, 160)
(195, 165)
(198, 169)
(203, 172)
(207, 172)
(212, 172)
(218, 172)
(224, 168)
(226, 166)
(229, 161)
(230, 157)
(230, 152)
(230, 149)
(230, 146)
(228, 143)
(221, 141)
(215, 141)
(208, 141)
(200, 141)
(192, 144)
(183, 148)
(176, 154)
(169, 159)
(165, 167)
(163, 173)
(161, 181)
(161, 187)
(161, 193)
(161, 196)
(163, 200)
(166, 202)
(170, 202)
(175, 202)
(177, 202)
(180, 202)
(181, 201)
(181, 200)
(181, 197)
(181, 194)
(181, 192)
(180, 191)
(176, 191)
(172, 191)
(168, 191)
(164, 192)
(159, 198)
(154, 202)
(150, 209)
(148, 216)
(146, 223)
(146, 231)
(145, 238)
(145, 245)
(145, 248)
(146, 253)
(149, 256)
(150, 256)
(155, 256)
(157, 256)
(161, 254)
(162, 251)
(163, 247)
(163, 241)
(163, 237)
(163, 232)
(161, 229)
(158, 227)
(152, 224)
(148, 224)
(145, 224)
(138, 224)
(134, 227)
(130, 231)
(129, 235)
(129, 241)
(129, 247)
(129, 255)
(133, 259)
(140, 267)
(146, 273)
(153, 273)
(162, 274)
(169, 274)
(177, 274)
(181, 274)
(183, 272)
(185, 268)
(185, 265)
(185, 263)
(184, 257)
(181, 255)
(174, 254)
(168, 251)
(161, 250)
(154, 250)
(147, 250)
(140, 250)
(135, 250)
(131, 254)
(129, 256)
(128, 262)
(128, 265)
(128, 271)
(128, 275)
(129, 280)
(132, 281)
(134, 283)
(139, 283)
(141, 283)
(143, 283)
(145, 283)
(146, 283)
(148, 283)
(149, 282)
(149, 279)
(149, 278)
(149, 276)
(149, 275)
(149, 274)
(148, 273)
(147, 273)
(144, 273)
(141, 273)
(137, 275)
(136, 279)
(134, 282)
(133, 285)
(133, 289)
(133, 292)
(133, 295)
(134, 299)
(140, 302)
(142, 303)
(145, 303)
(150, 303)
(153, 303)
(157, 303)
(159, 302)
(159, 300)
(159, 299)
(159, 296)
(159, 295)
(158, 292)
(155, 291)
(153, 291)
(150, 291)
(148, 291)
(145, 291)
(143, 291)
(141, 293)
(138, 295)
(137, 298)
(137, 301)
(136, 304)
(136, 306)
(136, 308)
(136, 309)
(138, 311)
(140, 313)
(142, 313)
(145, 313)
(148, 313)
(149, 312)
(151, 308)
(152, 304)
(152, 302)
(152, 299)
(152, 297)
(152, 295)
(152, 294)
(151, 294)
(150, 294)
(147, 297)
(145, 300)
(144, 306)
(143, 310)
(142, 316)
(142, 319)
(142, 322)
(143, 325)
(146, 328)
(151, 330)
(156, 330)
(161, 330)
(166, 330)
(172, 330)
(174, 328)
(179, 322)
(179, 320)
(180, 315)
(180, 312)
(180, 309)
(179, 305)
(176, 302)
(171, 301)
(167, 300)
(163, 299)
(159, 299)
(154, 299)
(149, 301)
(145, 306)
(142, 310)
(138, 316)
(137, 319)
(136, 326)
(136, 330)
(136, 334)
(136, 337)
(136, 339)
(138, 340)
(141, 343)
(144, 344)
(148, 344)
(151, 344)
(156, 344)
(159, 340)
(163, 336)
(165, 333)
(167, 330)
(168, 328)
(168, 326)
(168, 323)
(168, 321)
(168, 319)
(168, 318)
(165, 318)
(162, 318)
(157, 318)
(153, 318)
(149, 320)
(145, 325)
(141, 328)
(137, 331)
(133, 336)
(131, 342)
(131, 345)
(131, 347)
(131, 351)
(131, 353)
(131, 355)
(131, 357)
(133, 358)
(135, 358)
(140, 358)
(143, 358)
(147, 358)
(151, 356)
(155, 354)
(158, 350)
(160, 348)
(162, 346)
(162, 345)
(162, 342)
(162, 340)
(162, 338)
(159, 338)
(157, 338)
(152, 338)
(148, 338)
(145, 338)
(141, 342)
(137, 344)
(134, 347)
(133, 352)
(133, 356)
(133, 360)
(133, 364)
(133, 367)
(135, 372)
(139, 374)
(142, 376)
(147, 378)
(151, 379)
(157, 379)
(160, 379)
(164, 379)
(167, 378)
(172, 375)
(174, 373)
(175, 372)
(175, 371)
(175, 368)
(175, 366)
(175, 363)
(172, 360)
(170, 360)
(167, 359)
(162, 359)
(158, 359)
(153, 360)
(150, 361)
(148, 363)
(145, 366)
(144, 369)
(144, 371)
(144, 373)
(144, 376)
(144, 379)
(145, 382)
(148, 384)
(152, 388)
(157, 388)
(163, 388)
(167, 388)
(175, 388)
(180, 388)
(187, 386)
(193, 383)
(198, 382)
(201, 378)
(206, 376)
(208, 374)
(209, 373)
(210, 372)
(210, 371)
(210, 368)
(208, 368)
(205, 368)
(200, 368)
(198, 368)
(196, 369)
(193, 372)
(189, 375)
(188, 379)
(187, 383)
(186, 384)
(186, 390)
(186, 393)
(186, 396)
(187, 398)
(190, 398)
(196, 398)
(201, 398)
(207, 398)
(212, 392)
(219, 385)
(226, 380)
(232, 372)
(238, 363)
(242, 356)
(245, 349)
(248, 341)
(248, 336)
(248, 330)
(248, 324)
(248, 320)
(246, 317)
(242, 313)
(235, 312)
(229, 312)
(223, 312)
(216, 312)
(211, 315)
(208, 318)
(204, 320)
(202, 325)
(201, 327)
(201, 331)
(201, 334)
(201, 336)
(201, 337)
(202, 337)
(207, 337)
(211, 337)
(216, 336)
(223, 329)
(228, 322)
(235, 312)
(242, 303)
(246, 293)
(249, 284)
(252, 276)
(253, 269)
(253, 265)
(253, 261)
(253, 258)
(252, 255)
(251, 254)
(247, 254)
(244, 254)
(240, 254)
(238, 254)
(235, 255)
(232, 258)
(229, 262)
(228, 265)
(228, 268)
(228, 271)
(228, 272)
(228, 273)
(229, 274)
(231, 274)
(235, 274)
(240, 270)
(243, 267)
(246, 263)
(248, 258)
(249, 250)
(249, 246)
(249, 241)
(249, 238)
(249, 236)
(249, 233)
(247, 231)
(244, 230)
(240, 230)
(236, 230)
(232, 230)
(230, 232)
(225, 236)
(221, 239)
(218, 243)
(217, 244)
(217, 246)
(217, 248)
(217, 249)
(217, 250)
(217, 252)
(220, 252)
(224, 252)
(230, 252)
(235, 248)
(241, 245)
(246, 239)
(250, 233)
(252, 230)
(254, 225)
(254, 221)
(254, 218)
(254, 214)
(254, 212)
(253, 210)
(250, 210)
(247, 209)
(245, 209)
(238, 209)
(234, 209)
(229, 211)
(226, 213)
(221, 216)
(218, 219)
(216, 221)
(215, 222)
(215, 225)
(215, 227)
(215, 228)
(215, 229)
(217, 228)
(219, 225)
(220, 222)
(223, 216)
(223, 213)
(223, 211)
(223, 207)
(223, 205)
(223, 204)
(222, 203)
(220, 203)
(218, 203)
(215, 203)
(210, 203)
(205, 205)
(200, 207)
(196, 209)
(192, 211)
(188, 213)
(185, 216)
(184, 217)
(184, 218)
(184, 219)
(186, 219)
(191, 219)
(195, 218)
(200, 214)
(202, 213)
(207, 210)
(210, 207)
(212, 206)
(214, 204)
(215, 203)
(215, 202)
(214, 202)
(213, 201)
(213, 200)
(214, 196)
(216, 194)
(219, 192)
(223, 188)
(226, 185)
(229, 183)
(233, 180)
(238, 179)
(241, 179)
(245, 179)
(248, 179)
(250, 179)
(253, 178)
(257, 178)
(260, 178)
(263, 178)
(266, 178)
(269, 178)
(272, 178)
(276, 178)
(278, 178)
(280, 178)
(282, 180)
(283, 181)
(284, 182)
(285, 183)
(286, 184)
(286, 185)
(286, 187)
(286, 189)
(286, 191)
(286, 193)
(287, 195)
(288, 198)
(288, 201)
(288, 204)
(288, 208)
(289, 210)
(289, 212)
(289, 214)
(292, 218)
(292, 220)
(293, 221)
(294, 223)
(296, 226)
(298, 226)
(299, 226)
(301, 226)
(305, 226)
(309, 226)
(314, 226)
(319, 226)
(323, 224)
(328, 223)
(333, 222)
(336, 220)
(337, 220)
(339, 219)
(340, 218)
(340, 216)
(340, 214)
(340, 212)
(340, 210)
(340, 207)
(340, 206)
(340, 205)
(340, 204)
(338, 209)
(338, 210)
(337, 213)
(336, 216)
(336, 218)
(335, 220)
(335, 221)
(335, 225)
(335, 227)
(335, 228)
(336, 229)
(338, 231)
(339, 231)
(342, 232)
(346, 232)
(347, 232)
(349, 234)
(350, 235)
(352, 236)
(354, 238)
(356, 240)
(357, 241)
(359, 246)
(360, 249)
(360, 253)
(360, 256)
(360, 262)
(360, 265)
(357, 271)
(356, 274)
(352, 279)
(350, 282)
(345, 285)
(340, 289)
(338, 290)
(334, 293)
(333, 293)
(331, 294)
(330, 294)
(329, 294)
(329, 292)
(329, 291)
(331, 286)
(334, 282)
(337, 278)
(342, 274)
(345, 270)
(348, 267)
(352, 265)
(356, 263)
(362, 260)
(367, 258)
(371, 258)
(376, 258)
(378, 257)
(380, 257)
(382, 257)
(384, 258)
(386, 261)
(389, 264)
(397, 272)
(398, 275)
(398, 279)
(398, 281)
(398, 284)
(398, 289)
(398, 291)
(396, 293)
(392, 295)
(387, 297)
(384, 297)
(374, 297)
(373, 297)
(371, 295)
(370, 293)
(370, 290)
(370, 285)
(370, 282)
(370, 275)
(373, 272)
(379, 266)
(382, 263)
(385, 259)
(390, 257)
(396, 255)
(400, 254)
(407, 252)
(412, 251)
(418, 251)
(422, 251)
(427, 251)
(430, 251)
(434, 251)
(437, 253)
(440, 256)
(445, 257)
(447, 258)
(451, 259)
(454, 259)
(456, 259)
(459, 259)
(461, 259)
(464, 257)
(467, 254)
(467, 250)
(468, 246)
(469, 231)
(469, 223)
(469, 219)
(467, 214)
(464, 212)
(458, 207)
(453, 206)
(447, 205)
(438, 205)
(427, 205)
(417, 205)
(409, 205)
(401, 205)
(395, 207)
(387, 210)
(383, 214)
(381, 218)
(381, 219)
(381, 221)
(381, 225)
(381, 226)
(382, 230)
(384, 232)
(394, 235)
(398, 236)
(404, 237)
(411, 237)
(418, 237)
(424, 237)
(430, 237)
(436, 237)
(441, 236)
(446, 232)
(450, 228)
(452, 223)
(453, 219)
(453, 214)
(453, 210)
(453, 205)
(453, 201)
(452, 196)
(447, 189)
(443, 186)
(440, 183)
(436, 179)
(432, 178)
(427, 176)
(423, 174)
(418, 174)
(413, 174)
(409, 173)
(406, 173)
(403, 173)
(402, 171)
(404, 169)
(408, 167)
(414, 165)
(419, 164)
(424, 162)
(430, 161)
(439, 161)
(445, 161)
(450, 161)
(455, 163)
(461, 167)
(465, 172)
(465, 175)
(467, 181)
(467, 184)
(467, 190)
(467, 195)
(465, 201)
(457, 207)
(452, 209)
(444, 211)
(440, 212)
(434, 212)
(429, 212)
(422, 212)
(420, 212)
(418, 211)
(417, 209)
(417, 207)
(417, 205)
(417, 204)
(418, 201)
(421, 200)
(425, 200)
(432, 200)
(437, 200)
(444, 200)
(452, 201)
(456, 201)
(464, 203)
(470, 205)
(475, 210)
(478, 212)
(481, 214)
(482, 216)
(482, 218)
(482, 219)
(482, 220)
(481, 222)
(478, 223)
(474, 226)
(473, 226)
(470, 226)
(467, 226)
(468, 226)
(471, 227)
(478, 227)
(481, 228)
(488, 230)
(493, 230)
(513, 230)
(520, 230)
(530, 230)
(538, 228)
(546, 227)
(553, 223)
(560, 221)
(565, 218)
(569, 213)
(570, 211)
(571, 207)
(571, 204)
(571, 201)
(568, 194)
(565, 193)
(559, 191)
(555, 189)
(550, 189)
(545, 189)
(543, 189)
(541, 190)
(540, 192)
(539, 194)
(539, 198)
(539, 199)
(540, 202)
(543, 204)
(546, 205)
(550, 205)
(554, 205)
(559, 205)
(565, 204)
(569, 200)
(574, 194)
(578, 189)
(582, 184)
(585, 178)
(586, 174)
(588, 168)
(589, 164)
(589, 161)
(589, 157)
(589, 156)
(589, 152)
(588, 152)
(584, 151)
(582, 151)
(578, 151)
(575, 151)
(574, 151)
(573, 151)
(572, 153)
(571, 154)
(571, 155)
(571, 156)
(571, 157)
(573, 158)
(576, 159)
(581, 159)
(585, 159)
(588, 159)
(590, 159)
(593, 158)
(597, 156)
(601, 150)
(602, 147)
(602, 143)
(602, 142)
(602, 139)
(602, 137)
(602, 132)
(601, 131)
(597, 131)
(596, 131)
(594, 131)
(592, 131)
(591, 131)
(591, 130)
(591, 126)
(591, 125)
(592, 123)
(593, 120)
(593, 119)
(593, 116)
(593, 115)
(593, 113)
(593, 112)
(591, 112)
(588, 112)
(582, 112)
(577, 113)
(575, 114)
(573, 117)
(571, 119)
(570, 120)
(569, 119)
(568, 115)
(568, 114)
(565, 110)
(563, 108)
(562, 107)
(560, 107)
(556, 106)
(553, 106)
(548, 106)
(543, 106)
(537, 106)
(533, 108)
(531, 109)
(529, 110)
(528, 111)
(527, 111)
(526, 108)
(525, 106)
(523, 103)
(520, 99)
(518, 97)
(516, 95)
(514, 95)
(511, 95)
(508, 95)
(506, 95)
(505, 95)
(502, 95)
(501, 95)
(501, 96)
(501, 97)
(501, 100)
(501, 101)
(501, 102)
(502, 102)
(503, 102)
(505, 102)
(506, 102)
(509, 101)
(509, 99)
(510, 97)
(510, 96)
(510, 94)
(510, 93)
(510, 92)
(510, 90)
(509, 90)
(508, 90)
(506, 90)
(505, 90)
(503, 91)
(501, 92)
(501, 93)
(501, 94)
(501, 96)
(501, 95)
(501, 94)
(502, 92)
(502, 90)
(502, 89)
(502, 90)
(501, 91)
(501, 92)
(500, 93)
(499, 95)
(499, 96)
(500, 96)
(501, 95)
(502, 93)
(503, 92)
(504, 89)
(505, 88)
(505, 90)
(505, 91)
(505, 94)
(506, 96)
(506, 100)
(506, 102)
(506, 103)
(506, 104)
(507, 105)
(508, 105)
(509, 103)
(512, 101)
(513, 99)
(514, 98)
(515, 100)
(516, 102)
(516, 103)
(518, 105)
(519, 106)
(520, 105)
(521, 103)
(521, 101)
(522, 99)
(522, 100)
(522, 102)
(522, 104)
(522, 105)
(522, 106)
(523, 106)
(524, 105)
(524, 103)
(525, 99)
(525, 97)
(525, 96)
(526, 95)
(527, 95)
(529, 96)
(529, 97)
(530, 99)
(531, 100)
(531, 99)
(532, 97)
(532, 96)
(532, 94)
(532, 93)
(532, 92)
(533, 90)
(534, 90)
(536, 90)
(538, 89)
(543, 88)
(546, 88)
(548, 87)
(552, 87)
(554, 85)
(559, 85)
(561, 84)
(565, 81)
(567, 81)
(569, 81)
(570, 81)
(571, 81)
(572, 81)
(573, 82)
(574, 83)
(574, 84)
(574, 85)
(574, 87)
(574, 90)
(574, 92)
(574, 94)
(572, 96)
(570, 99)
(569, 100)
(568, 101)
(567, 101)
(568, 98)
(570, 96)
(572, 95)
(575, 92)
(578, 90)
(580, 89)
(581, 89)
(582, 90)
(582, 91)
(580, 93)
(579, 94)
(580, 94)
(582, 94)
(583, 94)
(584, 94)
(585, 94)
(585, 95)
(586, 95)
(588, 95)
(591, 95)
(595, 95)
[END]
[START]
(657, 102)
(654, 104)
(648, 105)
(642, 108)
(635, 111)
(625, 112)
(616, 114)
(607, 117)
(602, 118)
(600, 118)
(602, 117)
(606, 115)
(612, 114)
(619, 112)
(625, 112)
(629, 110)
(635, 110)
(639, 110)
(640, 110)
(639, 111)
(636, 114)
(630, 117)
(625, 118)
(619, 121)
(612, 122)
(606, 124)
(601, 126)
(600, 127)
(601, 127)
(604, 125)
(610, 122)
(615, 121)
(621, 119)
(623, 119)
(627, 117)
(631, 117)
(633, 116)
(630, 118)
(627, 119)
(623, 121)
(619, 122)
(613, 124)
(609, 127)
(607, 128)
(605, 128)
(606, 128)
(611, 128)
(618, 125)
(623, 122)
(631, 120)
(637, 119)
(643, 117)
(648, 116)
(651, 115)
(652, 115)
(650, 117)
(645, 119)
(640, 121)
(635, 124)
(629, 127)
(626, 128)
(625, 128)
(626, 126)
(633, 124)
(638, 122)
(645, 117)
(651, 115)
(657, 113)
(661, 112)
(665, 111)
(667, 110)
(668, 110)
(664, 111)
(661, 113)
(657, 115)
(651, 118)
(644, 121)
(640, 122)
(636, 124)
(633, 126)
(631, 127)
(634, 125)
(640, 124)
(644, 122)
(651, 121)
(657, 119)
(663, 117)
(671, 116)
(675, 116)
(682, 115)
(686, 115)
(687, 115)
(688, 115)
(686, 118)
(681, 120)
(676, 122)
(671, 124)
(663, 127)
(657, 129)
(651, 129)
(646, 131)
(643, 132)
(646, 130)
(653, 128)
(660, 123)
(667, 122)
(674, 119)
(680, 116)
(688, 115)
(694, 115)
(701, 113)
(703, 112)
(704, 112)
(701, 114)
(698, 115)
(692, 118)
(686, 121)
(678, 122)
(670, 124)
(660, 124)
(653, 127)
(646, 128)
(643, 128)
(641, 129)
(644, 129)
(651, 128)
(659, 124)
(667, 122)
(675, 119)
(683, 115)
(690, 114)
(699, 112)
(705, 111)
(712, 108)
(716, 108)
(717, 108)
(716, 108)
(711, 108)
(704, 110)
(697, 111)
(687, 113)
(676, 115)
(665, 117)
(658, 117)
(649, 119)
(640, 121)
(633, 123)
(630, 123)
(629, 123)
(631, 123)
(639, 123)
(645, 121)
(654, 121)
(664, 120)
(674, 119)
(686, 118)
(694, 115)
(705, 114)
(712, 112)
(720, 111)
(724, 111)
(726, 111)
(725, 111)
(718, 111)
(712, 111)
(702, 113)
(693, 116)
(686, 117)
(676, 119)
(664, 120)
(655, 121)
(645, 124)
(637, 126)
(635, 127)
(633, 128)
(636, 127)
(641, 127)
(648, 126)
(654, 123)
(661, 123)
(670, 121)
(680, 120)
(691, 118)
(701, 116)
(710, 114)
(726, 114)
(724, 114)
(717, 114)
(709, 114)
(698, 117)
(691, 118)
(682, 119)
(669, 121)
(657, 124)
(645, 127)
(635, 129)
(627, 131)
(620, 133)
(616, 133)
(618, 133)
(625, 131)
(633, 129)
(643, 127)
(653, 126)
(665, 123)
(675, 122)
(685, 120)
(694, 119)
(702, 117)
(709, 114)
(715, 114)
(718, 114)
(716, 115)
(711, 116)
(702, 118)
(693, 119)
(686, 120)
(675, 121)
(662, 124)
(650, 126)
(636, 128)
(627, 131)
(619, 133)
(615, 133)
(616, 133)
(621, 133)
(630, 129)
(637, 129)
(644, 128)
(653, 126)
(673, 123)
(686, 122)
(694, 121)
(701, 121)
(702, 121)
(704, 121)
(702, 121)
(697, 121)
(691, 121)
(685, 122)
(678, 125)
(671, 126)
(661, 127)
(652, 128)
(642, 129)
(634, 130)
(631, 130)
(634, 129)
(641, 127)
(650, 126)
(661, 124)
(669, 124)
(679, 123)
(690, 122)
(700, 121)
(711, 120)
(720, 119)
(727, 118)
(731, 118)
(730, 118)
(721, 118)
(713, 118)
(701, 118)
(684, 118)
(615, 121)
(611, 122)
(612, 122)
(620, 120)
(631, 119)
(639, 117)
(647, 115)
(657, 114)
(670, 113)
(681, 111)
(692, 109)
(702, 108)
(711, 107)
(717, 106)
(719, 106)
(718, 106)
(712, 107)
(704, 110)
(696, 112)
(684, 116)
(673, 119)
(664, 120)
(652, 123)
(637, 126)
(624, 129)
(611, 132)
(601, 133)
(599, 134)
(601, 133)
(610, 131)
(617, 129)
(626, 126)
(637, 124)
(645, 123)
(655, 122)
(666, 121)
(677, 121)
(688, 120)
(697, 118)
(705, 118)
(711, 118)
(712, 118)
(711, 118)
(703, 118)
(697, 118)
(687, 118)
(677, 118)
(669, 118)
(657, 118)
(647, 118)
(638, 119)
(631, 120)
(628, 120)
(627, 121)
(628, 121)
(634, 121)
(641, 121)
(650, 121)
(660, 120)
(670, 119)
(681, 118)
(690, 117)
(696, 116)
(704, 114)
(712, 114)
(716, 114)
(720, 114)
(718, 114)
(713, 114)
(705, 114)
(698, 117)
(686, 119)
(678, 121)
(668, 123)
(655, 126)
(642, 128)
(631, 130)
(623, 131)
(617, 132)
(619, 132)
(628, 129)
(637, 126)
(645, 126)
(656, 123)
(669, 120)
(680, 118)
(692, 116)
(703, 113)
(714, 111)
(722, 111)
(725, 110)
(727, 110)
(725, 110)
(719, 110)
(713, 113)
(703, 117)
(692, 119)
(680, 121)
(671, 123)
(658, 125)
(645, 125)
(630, 127)
(620, 128)
(617, 129)
(616, 129)
(620, 129)
(627, 126)
(637, 122)
(644, 121)
(655, 119)
(665, 117)
(679, 116)
(691, 114)
(703, 113)
(714, 113)
(722, 113)
(728, 113)
(730, 113)
(727, 115)
(720, 116)
(713, 117)
(702, 121)
(690, 122)
(681, 125)
(669, 125)
(654, 127)
(641, 129)
(632, 129)
(624, 131)
(620, 131)
(619, 131)
(619, 130)
(625, 128)
(635, 125)
(645, 124)
(656, 121)
(666, 121)
(677, 119)
(686, 118)
(693, 117)
(701, 116)
(710, 115)
(716, 114)
(722, 114)
(723, 114)
(721, 114)
(716, 115)
(709, 116)
(701, 118)
(690, 120)
(680, 121)
(669, 123)
(660, 125)
(653, 125)
(646, 125)
(639, 126)
(638, 127)
(639, 127)
(645, 127)
(652, 126)
(659, 125)
(668, 125)
(678, 124)
(686, 122)
(696, 121)
(704, 120)
(712, 119)
(716, 118)
(719, 118)
(718, 118)
(713, 119)
(705, 122)
(696, 124)
(687, 126)
(677, 127)
(670, 129)
(658, 130)
(647, 132)
(636, 133)
(628, 135)
(624, 135)
(626, 135)
(631, 135)
(639, 133)
(646, 133)
(655, 131)
(666, 129)
(676, 127)
(688, 125)
(700, 122)
(711, 119)
(720, 118)
(729, 117)
(734, 116)
(733, 116)
(725, 117)
(719, 117)
(711, 117)
(703, 118)
(690, 119)
(677, 120)
(662, 122)
(647, 122)
(630, 123)
(613, 124)
(602, 126)
(593, 126)
(592, 126)
(593, 126)
(600, 126)
(607, 124)
(615, 124)
(625, 124)
(638, 122)
(650, 121)
(663, 119)
(674, 117)
(685, 116)
(697, 115)
(705, 114)
(713, 113)
(717, 112)
(716, 112)
(708, 114)
(699, 114)
(691, 114)
(681, 116)
(668, 118)
(655, 119)
(640, 122)
(628, 124)
(619, 126)
(610, 127)
(607, 127)
(606, 127)
(607, 127)
(615, 126)
(623, 125)
(633, 124)
(640, 124)
(650, 123)
(662, 122)
(673, 121)
(686, 120)
(697, 119)
(706, 118)
(713, 118)
(718, 118)
(715, 119)
(709, 120)
(701, 122)
(690, 124)
(681, 126)
(672, 127)
(660, 129)
(646, 130)
(632, 132)
(619, 133)
(610, 134)
(604, 134)
(605, 134)
(611, 134)
(618, 133)
(627, 130)
(637, 128)
(645, 127)
(655, 125)
(667, 122)
(680, 120)
(692, 120)
(702, 119)
(711, 119)
(717, 119)
(720, 119)
(718, 119)
(712, 120)
(705, 120)
(697, 123)
(687, 124)
(675, 126)
(661, 126)
(648, 128)
(632, 130)
(619, 130)
(609, 133)
(603, 133)
(600, 133)
(603, 133)
(612, 133)
(623, 133)
(632, 133)
(641, 133)
(653, 133)
(664, 133)
(676, 131)
(686, 129)
(697, 127)
(705, 127)
(710, 126)
(715, 126)
(716, 126)
(714, 126)
(708, 126)
(703, 127)
(695, 129)
(684, 133)
(676, 134)
(665, 135)
(654, 138)
(641, 140)
(633, 142)
(627, 143)
(623, 143)
(625, 143)
(631, 142)
(640, 137)
(650, 136)
(661, 134)
(671, 130)
(680, 129)
(691, 127)
(702, 126)
(713, 123)
(721, 122)
(729, 121)
(734, 121)
(735, 121)
(733, 122)
(725, 124)
(719, 124)
(709, 125)
(698, 127)
(689, 128)
(678, 130)
(663, 130)
(649, 131)
(636, 131)
(627, 132)
(625, 132)
(626, 132)
